drug,ndc
Gastroview (Diatrizoate Meglumine & Sodium),00019481604
Cipro,00065853302
Torsemide,00004026706
Sulfasalazine,00591079601
Immune Globulin Intravenous (Human),00944270005
Meropenem,70121145407
Aspririn 81mg ,00904404073
CefePIME,60505614604
Pentamidine Isethionate,63323011310
Defibrotide,0
Epirubicin,00009509101
micon,00168014231
Cyclopentolate 1%,00065039602
zypre,00002445385
Invega Trinza,50458060901
Cytomegalovirus Immune Glob,44206310110
Carbidopa-Levodopa (25-100),18860034201
Calcium Gluc,63323031119
ramelteon,64764080530
Do,00904224461
Gleevec,00078064930
chole,10432017002
halope,51079073320
Mycophenolate Mofetil,00004025901
Mexiletine,49999091690
les,00078017605
Albuterol inh,00173068224
CycloSPORINE (Sandimmune),00574086610
Thiothixene,51079058620
nitazoxanide,67546011132
Levemir FlexTouch,00169368712
Morphine Sulfate IR,00054023525
donna,66213042510
Tamoxifen Citrate,63739026910
Fondaparinux,00007323002
Methotrexate,00703367801
Lamictal XR,00173064255
carbidopa,18860034201
cefPODOXime,63304052020
Sirolimus,00008104005
Diltiazem,60687019501
Methocarbamol,00143129001
Esmolol,55150019410
Enoxaparin ,00703856023
5% Dextrose,00338001703
BuPROPion (Sustained Release),00591083960
combi,00597002402
cilostazol,51079042420
Synthroid,00074706811
Venlafaxine,00904646961
albumin 5,68516521402
Ciloxan,00065065435
Torsemide ,00517077010
Aspi,00904404073
Flunisolide,00456067299
Prednisolone Sodium Phosphate,60432021208
Magnesium ,00409672924
rifAXIMin,65649030103
Benazepril,00078044905
Hydrocortisone Oint 2.5%,00168014630
Humalog,00169183311
Metoclopramide,00904107061
Syringe (PD),0
Ferrous Sulfate,00904759161
ferumoxytol,59338077510
Aldactone,51079098020
Furosemid,36000028325
GenTeal PM,58768078815
Guaifenesin-CODEINE Phosphate,00121177505
Dexa,00054817625
Ondansetron,68462015713
Diltiazem,63739008010
Zyflo CR,68734070010
Lansoprazole,64764054411
TraMADol,51079099120
Dakins 1/2 Strength,00436093616
Aripiprazole,59148000613
Povidone Iodine,67618015001
Thioridazine HCl,51079056620
Levalbuterol HCl,63402051224
Phenytoin Sodium (IV),00641049325
Promethazine,63739021310
Sulfamethoxazole-Trimethoprim,00703951403
Epoetin Alfa,55513014810
OxycoDONE (Immediate Release) ,66689040150
Isosorbi,00904215461
Neo-Synephrine (phenylephrine),00024135202
Bacitracin Ophthalmic Oint,48102000735
Naproxen,00904553561
Nitroprusside Sodium,42998030202
Botulinum Toxin Type A,00023114501
Verapam,00172428010
cilostazol,66993000860
nifed,00085172202
Aminocaproic Acid,61748004511
NS,00338004903
Xarelto,50458058010
cromolyn,17478029111
brimonidine,00023917705
bupropion,00591083960
Demeclocycline,00005921823
Clarithromycin,68774012060
Mycostatin,00064065001
tretin,00555080802
Potassium Chloride,00409707426
Exemestane,47781010830
INV-Fludarabine,00703485211
LamoTRIg,68084031901
Peginterferon Alf,00004035009
GuaiFENesin ER,68084057201
Vivelle-Dot,00078034445
Multivi,00904053061
Morphine Sulfate,00574711212
Lamo,00173064255
Potassium ,51801001230
Dexmedetomidine,16729023993
Isosorbide Mononit,58177023811
albuterol sulfate,49502069724
Alendronate Sodium,00006003121
Temodar,54868534800
Charcoal Aqueous (Activated),00574012174
iron,10267146501
albumin 5%,00944049505
Bethanechol,68084011001
Divalproex Sodium,00074621211
Ondanset,00781523864
Venlafaxi,68084048601
DICYCLOMine,00143312601
MethylPHENIDATE (Ritalin),00406114401
Divalproex (DELayed Release),68084077601
Bupivacaine 0.25%,0
Ephedrine,66758000802
CloNIDine,00904565761
0.9% Sodium Chloride (EXCEL BAG),00264780010
OLANZapine (Disintegrating Tablet),00002445385
Theophy,67781025101
Gamunex-C 10%,13533080024
anast,51079032301
sodium chloride,63323018610
Diltiazem,00409117102
Al,00944049505
Pantoprazole (Granules for DR Suspension),00904623561
NS Epidural Bag,0
raNITIdine HCl,68094020462
Keppra XR,68084033701
metoprolol tartrate,00904777261
esomeprazole,00093645056
Tropicamide 1 %,24208058559
Diazepam,51079028420
Aminophylline,00677000301
Buprenorphine-Naloxone (8mg-2mg),12496130602
Atorvastatin,51079021020
argatroban in 0.9 % sod chlor,00781331495
tranexamic acid,39822100001
Depakote,00074621511
Cyclobenzaprine,51079064420
creon,00032121001
Novolog,0
Febuxostat,64764091830
Cotrosyn,0
das,00003052411
Diluent for REGN1979+0.9% NaCl,0
lisinopril,00904580861
Donepezil,00904624261
Eplerenone,00025171001
Cyclopentolate-Phenylephrine,00065035902
Heparin Flush (10 units/ml),64253033335
Agrylin,00172524160
Clonidine Patch 0.2 mg/24 hr,00555101016
Sodium Chloride Nasal,00904386575
Loratadine,52959045230
Micafungin,00469321110
Tromethamine,00409159304
Ceftaroline,00456060010
CARVedilol,51079093020
Furosemide,00517570225
potassium chloride,66758016013
MENINGO,49281048901
Albuterol Sulfate (Extended Release),51079065720
Lipitor,00071015823
Isosorbide Mon,00228263111
Nystatin,00472132002
Dipivefrin HCl 0.1% ,54569430700
Megestrol Acetate,00054860425
LevETIRAcetam Oral Solution,00054022463
dibucaine,00168004631
Diltiazem,63739007910
Carbamazepine Rectal Suspension,68094021462
Torsemide,31722053101
Donepezil,00904647761
Argatroban,00007440701
Lumigan,00023918703
PHENObar,00641047625
Atomoxetine,00002323930
levothy,00074518211
Tacrolimus (Self Med),00469061711
rivaroxaban,50458057910
irbes,68180041109
Terconazole 80mg Vag. Supp,00062535101
NEut,60258000601
Physostigmine Salicylate,17478051002
Doxycycline Hyclate,00677059802
Azithromycin,00069315083
ure,58980061030
Potassium Phosphate,63323008650
Critic-Aid,11701005032
Emtricitabine,61958070101
INV-Venetoclax (Venetoclax),0
Isosorbide ,68084059101
Nelfinavir Mesylate,63010002770
zinc oxide,74300000068
Metoprolol Succinate XL,00186108839
hydroxyurea,68084028401
Ferric Gluconate,00143957010
Alendronate,00006003121
Rosuvastatin Calcium,00904677861
Multivitamins W/minerals,16500008806
hydrochlorothiazide,16729018201
Mesalamine Enema,45802009851
metoCLOPramide,00703450204
amphe,64720013010
PALIperidone Palmitate,50458056201
Calcitonin Salmon,67457067502
metroNIDAZOLE Desensitization,36000000124
Albumin ,68516521102
Viokase-8,39822020501
Potassium Citrate,51801001230
Exjade,00078047015
pirfenidone,64116012101
sodium b,00409662502
TraMADol,68084080801
Propranolol,60687029501
Halop,63323047401
Spironolactone,63739054410
Misoprostol,59762500802
Ammonium Lactate,00245002322
Disulfiram,47781060730
*NF* Levalbuterol Neb,63402051224
levalbuter,63402051224
INV-Dalteparin,00069022001
Envarsus XR,68992301003
Dextrose 20% (*Glass Bottle*),00409793519
ethanol (ethyl alcohol),17478050305
Iloperidone,43068010602
CARVedilol,00904630061
Nitrofurantoin,65162068988
lacosamide,00131181067
loperamide,00054853516
Valganc,00004003909
Pravastatin,51079045820
B complex with C#20-folic acid,00187526802
Ciprofloxacin ,61314065625
Dextromethorphan Polistirex,54569105100
Theophylline,00904588861
atorvastatin,68084009901
Amox,55370088408
Losartan Potassium,00006095228
Activella,00555900942
Sorbitol,46287050030
Bottle\, Glass,0
valpro,68094019361
Mycophenolate Mofetil,00378447201
Tranexamic Acid Oral Solution,55150018810
Benztropine Mesylate,00904105661
Dextrose 5%,00409792337
nifer,10267146501
Dextrose 5%,0
lidocaine,63481068706
Morphine Sulfate,61703022521
HydrALAZINE,63739012710
QUEtiapine extended-release,00310028339
Denosumab (Prolia),55513071001
fluconazole,59762503001
HYDROmorphone (Dilaudid),63739027510
Aspirin EC,00904770418
Bengay Cream,74300000539
Dexamethasone Sod Phosphate,67457042254
HYDROmorphone P.F.,00409336501
Testosterone,00051845030
Levothyroxine Sodium,24090049684
Felodipine,53489036801
*NF* Temozolomide,00085124402
Viaflex Bag,0
Dicyclomine,54569041702
dextroamphetamine-amphetamine,66993059402
LORazepam Oral Solution,63739050010
Enoxaparin (Prophylaxis),63323056990
nicotinic,00904062960
Belinostat *NF*,68152010809
Azasite,17478030703
CeFAZolin,60505076900
Montelukast Sodium,68084062001
MetRONIDAZOLE,51079012620
Theophyllin,62332002531
Mycophen,00004026129
PANItumumab,55513095401
Buprenorphine-Naloxone Film (8mg-2mg),12496120803
5% Dextrose (EXCEL BAG),00409792225
Amikacin,00703904003
ValGANCIclovir ,00004003909
Phenytoin (Suspension),00071036524
Busulfan,67286005308
Dasatinib,00003085222
Montelukast Sodium,00006011728
Esmolol in Saline (Iso-osm),10019007587
LamoTRIgine,68084031801
Halop,00781139713
Nifedipine,00591319301
Sodium Acetate,00409729973
Multivitamins,00904549261
stavudine,00378504191
Fluocinolone Acetonide 0.025% Cream,00713070960
Famciclovir,00078036864
fluticasone,60505082901
Senna Plus,00034121030
olan,00002445385
Selenium Sulfide,00472153304
sevelamer HYDROCHLORIDE,58468013001
Hepatitis B Vaccine,00006498100
Baclofen,58281056301
Oxcarbazepine,00078045635
Topiramate (Topamax),00045064165
Hydrocerin,92771060002
Sucralfate,63739026110
Tracleer,00074444005
Pyridostigmine Bromide Syrup,00187301220
Acetylcysteine ,00517760425
azithromycin,00904640506
Lidocaine 1%,00409471332
Divalproex,57237004801
Methylprednisolone,00009002001
Montelukast,51079022320
Botox,00023114501
Procainamide,00172234560
Albumin 5% (25g / 500mL),44206031050
PHENObarbital,00641047725
Ampicillin Sodium,67457035010
Imatinib Mesylate,00078043815
Lithium ,54868255700
Synthroid,00074662411
Lidocaine 2% P.f.,00409428202
Terbutaline Sulfate,00028007201
Verapam,00172428510
Nucynta,50458082004
Lidocaine Viscous 2%,50383077517
chlorhexidine gluconate,00472003616
THALIDomide,59572020514
Isosorbide ,58177022211
DynaCirc CR,00078022644
mycophenolate mofetil,00004026001
Paroxetine,00904567661
Venlaf,00008083303
Labetalol,17478042020
Mupirocin Ointment 2%,00029152611
Levothyroxine Sodium,00378181377
Verapamil,51079089920
budeso,00093681673
NiMODipine,24338020012
Nefazodon,00172433360
Ramipril,68084026701
Keppra,50474000148
*NF* Estradiol Transdermal Patch,00078034445
anastrozole,00310020137
Valproic Acid,00245018201
Moxifloxacin,00085173302
Flurazepam,51079030320
Albuterol ,59310057920
Bupro,00591083960
INV-Lenalodomide,59572041521
latanoprost,61314054701
LamiVUDine Oral Soln.,49702020548
Oxymetazoline HCl,00182144464
Morphine Sulfate ,68094000162
Aricept,59762024603
Rivastigmine,00078032306
Morphine,68094000162
dextroamphetamine-amphetamine,64720013010
Melphalan,42023014901
*NF* Allopurinol Sodium,59730560101
Anzemet,00088120343
HYDROcodone-Acetaminophen (5mg-325mg),63739032610
Enoxaparin Sodium,63323056884
Propofol,00310030011
Percocet,00406051262
Ropinirole,43547027010
Hepari,00641244045
KlonoPIN,51079088120
Sargramostim,50419000233
Risperidone (Disintegrating Tablet),50458059601
bisoprolol,00185077130
ValGANCIclov,00004003822
Lidocaine 2%/Epinephrine,00186012201
Tiagabine,63459040401
Acetaminophen w/Codeine,51079016120
Phenytoin Sodium (IV),00143988125
OLAN,00002445385
Ciprofloxacin-Dexamethasone 0.3-0.1%,00065853302
anusol,00904016012
Mupirocin Cream 2%,00029152722
PHENYLEPHrine,10019016312
Propra,24090047188
Phenytoin (Suspension),00071374066
acetyl,00409330803
Propafenone HCl,53489055201
Clobazam,69238153502
insulin,00002831501
PHENOba,00641047625
citalopram,00054006258
SandIMMUNE,00078024115
sulfa,00904272561
NS (Irrigation Bottle),00338004803
Midodrine,54092000301
Adderall XR,54092038101
Levothyroxine,24090049684
Insulin Aspart *NF*,00169750111
Abilify,59148000935
Dasatinib,00003052411
Silver Sulfadiazine 1% Cream,43598021055
Ranitidin,68094020462
levothyroxine,00378180577
Levothyr,00074518211
Zyflo,10122090112
clofazimine (bulk),51927371900
HYDROmorphone,00074245311
Pyridostigmine,00187301030
TraMADOL,00406717162
Neo-Synephrine,00024135301
ergocal,64980015701
ClonazePAM,63739026310
DULoxetine,00904645361
Lescol,00078017605
Mesna,00338130501
Lamot,00173075600
Dextrose 50%,00409490234
Oxymorphone HCl,63481044410
Golytely,00091440123
Meropenem,42023019210
Nystatin Cream,51672126302
Vitamin D3,11845011831
Morphine Sulfate For Inhalation,00641612725
diltia,00088177749
Ertapenem,00006384371
Entecavir,65862084230
X-VIATE,58980062570
nifed,00591319301
Mechlorethamine,67386091151
imatinib,00078043815
Ondans,00781523864
noreth,52544063028
Influenza Virus Vaccine,58160087646
Pemetrexed,00002762301
Estratest H.S.,00032102301
Clindamycin,00009338102
Vitamin B Complex w/C,00536730001
Levalbuterol Neb,00093414664
EPINEPHrine,49502050002
HYD,61553020648
CefazoLIN,00781345295
Lacosamide,00131541070
psyllium,37000002404
Acetylcysteine Inhaled 鈥?For interventional pulmonary use only,00409330803
Furosemide,00182116189
levothyroxine,00074662411
Sevelamer,58468002101
Fluticasone ,00173071920
Ampicillin Graded Challenge,00781340495
Enoxaparin Sodium,00075291202
LeVETiracetam Oral Solution,68084033701
Oxymetazoline,00904571135
Dabigatran Etexilate,00597035556
Humira,00074433902
neomycin-polymyxin B-dexameth,24208079535
lamoTRIgine,0
INV-PEMBROlizumab,00006302602
pantoprazole,00904623561
Heparin CRRT,63323054011
Emtricitabine-Tenofovir,61958070101
Peridex,69339013819
Flebogamma,61953000502
OLANZapine,00002763711
Phenytoin,00071036240
Carvedilol,00007413920
Vancomycin 25mg/mL Ophth Soln,63323022110
Atropine Sulfate,00517040125
Acetic Acid 3% (For Topical Irrigation),51552005106
Acyclovir,00173099156
Aripiprazole,59148001665
Levofloxacin,00045152010
Fexofenadine,51079054720
Mult,50383068304
Mov,65649020175
lisinopril,68084019801
Lorazepam,00409198530
Gemfibrozil,51079078720
timolo,24208033005
Sucralfate,51079075320
Fondaparinux,55111068010
GlipiZ,59762503301
Stavudine,00378504191
Nimodipine 60mg,57664013565
Irbesartan,00087277331
One-A-Day Womens Prenatal 1,00904531360
Aspirin 81 mg,00904404073
Epoprostenol (Veletri),66215040201
levoth,00074434113
Rituximab,50242005121
CoQ10 200mg ,10939003722
diazepam,00409127332
DULoxetine,60505299603
Tacrolimus (Self Med),00469065773
ClonazePAM,16729013700
ValGANCIclovir,00904679604
Ciprofloxacin IV,36000000924
bimatoprost,00023918703
Levothyroxine Sodium,00781518292
Prenatal One Daily,00904531360
Misoprostol,43386016101
LaMOTrigine,00173064255
Tranexamic Acid Oral Solution,67457019710
Liothyronine,00007521006
oxyCODONE-acetaminophen,00406051262
Ertapenem Sodium,42023022110
Ibuprofen,67877031901
Maalox/Lidocaine,0
dextroamphetamine,66993059402
Methadone,66479053002
HydrALAzine,17478093415
Acetaminophen-Caff-Butalbital,00904653806
ceti,51079059720
Methadone,66689069479
Tetanus Toxoid Adsorbed,49281082010
norethindrone (contraceptive),00062141101
Ezetimibe,00904666404
Renvela,65162005827
MetroNIDAZOLE,00904656861
Kaopectate (bismuth subsalicy),00009521301
Iodine Strong (Lugols),48433023015
Furosemide-Heart Failure,63323028010
NiCARdipine,00378143077
Diltiazem Extended-Release,62037069930
pramipexole,00597018590
synt,00074434113
Tetrahydrozoline 0.05% Eye Drops,00536100294
Ethacrynic Acid,00006006568
fluticasone,00173049900
cyanoc,00517003125
D5W,0
Gemcitabine,25021020810
Ascorbic Acid,67457011850
Clozapine,69809012705
diphenhydrAMINE HCl,00121048910
Tacrolimus,00781210201
Lansoprazole ,00781573413
valsartan,00078035806
Budesonide,49884050101
Robitussin-DM,00121063810
ValGANCIclo,00004003909
Tuberculin Protein,49281075221
Amitriptyline,51079010720
Lidocaine 0.5%/Epinephrine,00409317701
D5W,00338001731
Ofloxacin,17478071310
NiCARdipine IV,10122032510
polyvinyl alcohol,00536197072
Methadone,17478038020
Methotrexate Sodium,54868479600
Calcitriol,00093065701
Sodium Citrate,00121059530
doxylamine succinate,41167000609
riTUXimab,50242005306
Methadone,64019053825
Bupropion HCl,00173017755
Exelon,00078032406
Ampicillin-Sulbactam,63323036820
Indomethacin,00006337666
FLUoxetine,00777512058
*NF* Carbidopa-Levodopa (25-100),18860034201
Povidone,10939014233
desvenlafaxine,00008122214
prami,00555061214
Isosorbide ,50268045115
Pioglitazone,64764045125
Methimazole,60793010501
Sodium Thiosulfate,60267070550
Pilocarpine HCl,58063070510
Buprenex,55390010010
cilostazol,00054002821
nitrofur,54569018100
Enoxaparin Sodium,00781365569
exemestane,00054008013
Ethanol 70% Catheter Lock,00517857510
Multivita,00904053061
PARoxetine HCl,00029321548
triamc,00182504749
Digoxin,00173024256
bicalutamide,68084061221
FLUoxetine Oral Liquid,00093610812
Potassium Chloride,51801001230
1,00409427001
Mupirocin Nasal Ointment 2%,00029152722
Beclomethasone,00173038879
Ondansetr,68462015713
Epinephri,49502050002
BuPROPion,00904663661
Digoxin,00641141035
rosuvastatin,60687025601
zinc sulfate,00731040106
MetFORMIN ,00093721201
potassium citrate,00178061001
Latuda,63402030430
Famcic,00054019813
Bupropion,00173017755
pirbuterol,00089081521
LaMOTrigine Patch for Allergy Testing,00093003901
Mycophenolate ,00378447201
Lidocaine 2%,55150025410
brinzolamide-brimonidine,00065027510
Leuprolide Acetate,00074347303
ClomiPRAMINE,00781202701
metoprolol tartrate,70860030005
CytoGam,44206310110
Levothyroxine Sodium,00074706890
acetaminophen,00904198861
bupro,68180031906
Lidocaine 5% Ointment,50383093335
Heparin,63323026201
Letermovir,00006500401
Miralax,62175044214
Risperidone,60505258500
Valproic Acid,00245018101
Aspirin EC,00067014568
Amoxicillin-Clavulanate Desensitization,00029609039
Betaxolol Ophth Susp  0.25%,00065024610
Ibuprofen,63739067210
Acetaminophen,00904525530
Amikacin Inhalation,23155029042
Dexamethasone,00054817625
Azithr,59762314001
Quetiapin,00310028039
Carbamazepine (Extended-Release),00078051005
Verapa,00172428610
Kaletra,00074395646
Tresiba FlexTouch U-100,00169266097
Etodolac,51672401701
Carbidopa-Levodopa (10-100),62756051788
Debrox,00904322035
Paricalcitol,00074165801
Caspofungin Desensitization,00006382310
Sodium Chloride 0.9%,00338004904
Travatan Z,00013830304
Tacrolimus Suspension,00781210401
MetroNIDAZOLE,00904043004
Calcitonin Salmon,49884016111
Rifaximin,65649030105
Zonegran,00185019301
proGESTerone,63323026110
Abacavir Oral Solution,00173066100
OxycoDONE (Immediate Release) ,00406055262
D12.5W,00338002304
Rosiglitazone Maleate,00029316020
Vancomycin Oral Liquid,00002735501
Epoprostenol (Veletri),66215040301
Fluzone Trival,49281051725
Sodium Chloride,00517293025
Levothyroxine Sodium 112mcg ,00378181177
Enoxaparin (Treatment),63323056888
Divalproex Sodium,00074382611
nifedipine,00591319301
Cefepime Desensitization,60505614604
Haloperidol,00045025549
Morphine Sulfate,61703022543
Tasigna,00078059287
seve,58468013001
HYDROmorphone (Dilaudid),42858030125
Nifedip,00591319301
Dexameth,00054817625
Ranitidine,00121475210
LaMOTrigine,00173052600
Verapamil SR,68462029201
*NF* Permethrin 5% Cream,00023791560
Sugammadex,00006542315
Cytotec,59762500802
Valium,51079028420
Bacitracin Ointment,48102000735
Lidocaine Jelly ,25021067376
Glycopyrrolate,69076047501
Senna with Docusate Sodium,00034121030
Ciprofloxacin HCl,00172531110
Carmustine,23155026141
norvir,00074663322
Amikacin,23155029042
Methad,00054355663
